ら 戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20211117,102,104,101.5,102,1651,101.48◆,98.46◆,99.28□,106.24◆,1354◆,1407◆,1122□,2497□
20211118,103,103,101,101.5,1193,101.80◆,98.83◆,99.20□,106.27◆,1304□,1435◆,1122◆,2492□
20211119,103,107.5,102.5,103.5,3662,102.30◆,99.29◆,99.12□,106.31◆,1866◆,1583◆,1161◆,2497◆
20211122,104,104,101.5,103.5,1099,102.50◆,99.73◆,99.03□,106.28□,1798□,1601◆,1166◆,2439□
20211123,102.5,103,101,101.5,994,102.40□,100.04◆,98.93□,106.25□,1720□,1605◆,1167◆,2364□
20211124,101,101.5,100.5,101,725,102.20□,100.27◆,98.82□,106.24□,1535□,1611◆,1168◆,2351□
20211125,101.5,104.5,101,101,1257,102.10□,100.39◆,98.70□,106.23□,1548◆,1564□,1179◆,2341□
20211126,101,101.5,99.4,99.6,1177,101.32□,100.51◆,98.57□,106.16□,1051□,1545□,1185◆,2296□
20211129,98.5,99,97,98.7,883,100.36□,100.56◆,98.37□,106.11□,1007□,1547◆,1177□,2262□
20211130,99.6,101,99.4,99.6,905,99.98□,100.64◆,98.23□,106.08□,990□,1490□,1174□,2257□
20211201,100,105,100,104.5,2548,100.68◆,100.95◆,98.16□,106.07□,1354◆,1528◆,1200◆,2264◆
20211202,104,105.5,103,104.5,2280,101.38◆,101.25◆,98.14□,106.07□,1559◆,1539◆,1219◆,2267◆
20211203,104.5,104.5,103.5,104.5,882,102.36◆,101.59◆,98.16◆,106.07◆,1500□,1507□,1209□,2257□
20211206,104,104,100.5,101.5,2117,102.92◆,101.59,98.17◆,106.05□,1747◆,1463□,1218◆,2256□
20211207,102,103,101.5,102.5,822,103.50◆,101.72◆,98.19◆,106.01□,1730□,1414□,1217□,2238□
20211208,103,103.5,102,102.5,683,103.10□,101.87◆,98.20◆,105.96□,1357□,1400□,1215□,2201□
20211209,103.5,105,103,103.5,2082,102.90□,102.05◆,98.26◆,105.95□,1317□,1432◆,1231◆,2194□
20211210,103.5,104.5,103,104,916,102.80□,102.20◆,98.31◆,105.91□,1324◆,1435◆,1225□,2165□
20211213,103.5,103.5,100.5,101,1673,102.70□,102.12□,98.34◆,105.83□,1235□,1447◆,1232◆,2150□
20211214,101.5,101.5,100,100.5,746,102.30□,102.05□,98.34,105.75□,1220□,1415□,1236◆,2120□
20211215,100.5,101.5,99.9,101.5,842,102.10□,102.02□,98.34,105.64□,1252◆,1374□,1239◆,2099□
20211216,102.5,104,101.5,103.5,1542,102.1,102.12◆,98.43◆,105.57□,1144□,1392◆,1243◆,2085□
20211217,103,103.5,102,103.5,1377,102.00□,102.12,98.51◆,105.40□,1236◆,1278□,1250◆,1928□
20211220,104,105,103,105,1770,102.80◆,102.20◆,98.60◆,105.25□,1256◆,1311◆,1267◆,1803□
20211221,105.5,107.5,104.5,105,3794,103.70◆,102.37◆,98.69◆,105.11□,1865◆,1451◆,1320◆,1774□
20211222,105,105.5,102,102.5,1961,103.90◆,102.45◆,98.77◆,104.95□,2089◆,1513◆,1335◆,1765□
20211223,102.5,103,102,102.5,1075,103.70□,102.52◆,98.90◆,104.75□,1996□,1504□,1323□,1741□
20211224,103,103.5,101.5,103.5,1224,103.7,102.72◆,99.04◆,104.60□,1965□,1506◆,1328◆,1717□
20211227,103.5,104,102,102.5,1389,103.20□,102.91◆,99.21◆,104.44□,1889□,1532◆,1330◆,1701□
20211228,103,103.5,102,102,824,102.60□,103.03◆,99.36◆,104.27□,1295□,1527□,1328□,1688□
20211229,102.5,103,101.5,102,1107,102.50□,102.90□,99.50◆,104.10□,1124□,1455□,1336◆,1680□
20211230,102.5,102.5,101.5,102,654,102.40□,102.78□,99.68◆,103.94□,1040□,1374□,1330□,1663□
20220103,102.5,102.5,101,101.5,995,102.00□,102.63□,99.80◆,103.76□,994□,1380◆,1336◆,1643□
20220104,102.5,102.5,101.5,102,513,101.90□,102.65◆,99.93◆,103.55□,819□,1300□,1335□,1538□
20220105,102.5,105,102,103,2382,102.10◆,102.68◆,100.10◆,103.38□,1130◆,1378◆,1361◆,1504□
20220106,104,106.5,104,105,4327,102.70◆,102.80◆,100.34◆,103.22□,1774◆,1560◆,1416◆,1520◆
20220107,105.5,106,102.5,103,2023,102.90◆,102.78□,100.53◆,103.07□,2048◆,1557□,1434◆,1527◆
20220110,103,103,101,102,904,103.00◆,102.68□,100.67◆,102.93□,2030□,1556□,1437◆,1504□
20220111,102.5,102.5,101,101,807,102.80□,102.68,100.82◆,102.80□,2089◆,1513□,1440◆,1487□
20220112,101.5,101.5,100,100,1142,102.20□,102.65□,100.92◆,102.60□,1841□,1533◆,1436□,1454□
20220113,100,101,100,100.5,785,101.30□,102.60□,101.03◆,102.43□,1132□,1530□,1437◆,1444□
20220114,100,100,97.5,98.3,2020,100.36□,102.34□,101.10◆,102.21□,1132□,1554◆,1460◆,1441□
20220117,98.3,101,98,100.5,704,100.06□,102.19□,101.20◆,102.05□,1092□,1520□,1460□,1426□
20220118,100.5,102,100,100.5,820,99.96□,101.97□,101.30◆,101.91□,1094◆,1473□,1462◆,1403□
20220119,99.3,100.5,99,99.4,848,99.84□,101.69□,101.36◆,101.75□,1036□,1325□,1460□,1395□
20220120,100,100.5,99.1,100,597,99.74□,101.56□,101.42◆,101.61□,998□,1257□,1460□,1382□
20220121,99.8,99.8,98,98,960,99.68□,101.34□,101.41□,101.48□,786□,1251□,1440□,1364□
20220124,97.2,97.3,95.5,96.6,1203,98.90□,100.99□,101.41□,101.34□,886◆,1250□,1434□,1364◆
20220125,96.6,97.4,95.8,95.8,925,97.96□,100.66□,101.37□,101.19□,907◆,1227□,1435◆,1359□
20220126,96.2,96.6,95,95.1,794,97.10□,100.31□,101.32□,101.03□,896□,1226□,1414□,1353□
